               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 153,            0.030721,            0.013987,           0.0043844,             0.53852,             0.57751,             0.56871,             0.25473,            0.047405,             0.01297,            0.010484,            0.004984,            0.004984,            0.004984
                 154,             0.03165,            0.014837,           0.0060801,             0.61043,             0.60726,             0.58643,             0.22868,            0.049178,            0.012462,            0.010164,            0.004951,            0.004951,            0.004951
                 155,            0.032197,             0.01442,           0.0043146,             0.73697,             0.57459,             0.60761,             0.22851,             0.04863,            0.012335,           0.0099698,            0.004918,            0.004918,            0.004918
                 156,            0.032113,            0.014297,            0.006145,              0.7725,             0.52088,             0.56887,             0.24289,            0.047101,            0.012954,            0.010892,            0.004885,            0.004885,            0.004885
                 157,             0.03117,            0.014777,           0.0053056,             0.82119,             0.48711,             0.58398,             0.26572,            0.048946,            0.012178,           0.0096393,            0.004852,            0.004852,            0.004852
                 158,            0.029893,            0.015101,           0.0047755,             0.69415,             0.60881,             0.60357,             0.23863,            0.047164,            0.012126,           0.0089142,            0.004819,            0.004819,            0.004819
                 159,            0.029541,            0.013955,           0.0040423,             0.66276,             0.58243,             0.57784,             0.25852,            0.048571,            0.012379,           0.0097192,            0.004786,            0.004786,            0.004786
                 160,            0.030493,            0.014683,           0.0037194,             0.63646,             0.54232,             0.54408,             0.25989,            0.047158,            0.013139,            0.011237,            0.004753,            0.004753,            0.004753
                 161,            0.031532,            0.013963,           0.0046777,             0.71756,             0.51902,             0.55556,             0.24493,            0.044951,            0.011817,            0.010723,             0.00472,             0.00472,             0.00472
                 162,            0.030626,            0.014823,           0.0039812,             0.72185,             0.54943,             0.54509,             0.25031,            0.048289,            0.012256,            0.010214,            0.004687,            0.004687,            0.004687
                 163,            0.030701,            0.014044,           0.0039472,             0.55503,              0.5172,             0.46094,             0.21862,            0.049013,             0.01285,           0.0095561,            0.004654,            0.004654,            0.004654
                 164,            0.030496,            0.014593,           0.0036107,             0.58581,             0.50959,             0.50897,             0.22956,            0.049405,            0.012553,           0.0093337,            0.004621,            0.004621,            0.004621
                 165,            0.029494,               0.014,           0.0052296,             0.63283,             0.59148,             0.57535,             0.25509,            0.046837,            0.011965,           0.0085121,            0.004588,            0.004588,            0.004588
                 166,            0.028061,            0.014634,           0.0052683,             0.63127,             0.55833,              0.5414,             0.26949,            0.047284,            0.012214,           0.0082537,            0.004555,            0.004555,            0.004555
                 167,             0.03057,            0.014019,           0.0048291,             0.67332,             0.57318,             0.58432,             0.26794,            0.045366,            0.012048,            0.012427,            0.004522,            0.004522,            0.004522
                 168,            0.029119,            0.013393,            0.004311,             0.68111,              0.5526,             0.58874,               0.292,            0.043002,            0.012406,            0.014395,            0.004489,            0.004489,            0.004489
                 169,            0.030503,            0.014465,           0.0046976,              0.8138,             0.50908,              0.5789,             0.28818,            0.042174,             0.01211,             0.01329,            0.004456,            0.004456,            0.004456
                 170,            0.030445,            0.014603,           0.0067273,             0.69321,             0.54827,             0.56931,             0.28255,            0.045959,            0.011484,            0.017061,            0.004423,            0.004423,            0.004423
                 171,            0.030705,            0.014247,           0.0035989,             0.75577,             0.53054,              0.5684,             0.26379,            0.045368,            0.012311,            0.015011,             0.00439,             0.00439,             0.00439
                 172,             0.02829,             0.01361,           0.0043809,             0.75047,             0.50588,             0.56647,             0.25855,            0.046153,            0.012592,            0.014615,            0.004357,            0.004357,            0.004357
                 173,             0.03041,            0.014589,           0.0040934,             0.69344,             0.57212,             0.59551,             0.25451,            0.047136,            0.012924,            0.014457,            0.004324,            0.004324,            0.004324
                 174,            0.029596,            0.014369,           0.0038839,             0.65416,             0.56185,             0.54331,             0.21684,            0.047125,            0.013162,            0.012443,            0.004291,            0.004291,            0.004291
                 175,            0.029198,            0.014576,           0.0060654,             0.67903,             0.51233,             0.53019,              0.2122,             0.04788,             0.01381,            0.012274,            0.004258,            0.004258,            0.004258
                 176,            0.029926,            0.014754,           0.0067027,             0.71998,             0.48499,             0.52057,             0.21689,            0.048231,            0.012863,            0.011131,            0.004225,            0.004225,            0.004225
                 177,            0.027255,             0.01435,           0.0039843,             0.57302,             0.55013,             0.56168,             0.22425,            0.044678,            0.013099,            0.011267,            0.004192,            0.004192,            0.004192
                 178,            0.030419,            0.013739,           0.0035281,             0.63616,             0.49444,             0.55591,             0.23796,            0.045811,            0.013242,           0.0085686,            0.004159,            0.004159,            0.004159
                 179,            0.030174,            0.014421,           0.0044375,             0.66321,             0.58561,             0.56588,             0.24083,            0.047513,            0.012726,           0.0098682,            0.004126,            0.004126,            0.004126
                 180,            0.028899,            0.014043,           0.0054331,             0.83355,             0.55554,             0.59116,             0.27613,             0.04892,            0.012855,            0.010862,            0.004093,            0.004093,            0.004093
                 181,             0.03025,            0.014498,           0.0039237,             0.71452,                0.57,             0.57522,             0.25426,            0.046652,            0.012929,            0.011552,             0.00406,             0.00406,             0.00406
                 182,            0.028052,            0.014513,            0.003937,             0.60918,             0.48696,              0.4817,             0.22644,            0.047186,            0.013085,            0.013248,            0.004027,            0.004027,            0.004027
                 183,            0.028335,            0.013906,           0.0050364,             0.65212,              0.5012,              0.5422,             0.26009,            0.045774,            0.013436,            0.010446,            0.003994,            0.003994,            0.003994
                 184,            0.028341,            0.013726,           0.0043292,             0.59361,              0.4724,             0.51089,             0.23782,            0.047287,            0.013234,             0.01037,            0.003961,            0.003961,            0.003961
                 185,            0.027797,            0.014145,           0.0050281,             0.77204,             0.45904,             0.53143,             0.25019,             0.04703,            0.013611,            0.011898,            0.003928,            0.003928,            0.003928
                 186,            0.030924,            0.014415,           0.0050687,             0.68006,             0.49588,             0.55595,             0.24818,            0.047142,            0.013816,            0.012246,            0.003895,            0.003895,            0.003895
                 187,            0.028957,            0.014567,            0.004137,             0.60344,             0.49463,             0.53087,             0.21916,            0.047048,            0.013998,            0.011094,            0.003862,            0.003862,            0.003862
                 188,            0.029111,            0.013226,           0.0043514,             0.57038,             0.46121,             0.50952,             0.23689,            0.049417,            0.013942,             0.01021,            0.003829,            0.003829,            0.003829
                 189,            0.027504,               0.015,           0.0039586,             0.77262,             0.46004,             0.49905,             0.21335,            0.049405,            0.013758,            0.012771,            0.003796,            0.003796,            0.003796
                 190,            0.030097,            0.014014,            0.005943,             0.70271,             0.48397,             0.54435,             0.25734,            0.051102,            0.013591,            0.010781,            0.003763,            0.003763,            0.003763
                 191,             0.02837,             0.01347,           0.0046182,              0.8061,             0.50038,             0.55312,             0.24071,            0.048981,            0.013425,            0.011453,             0.00373,             0.00373,             0.00373
                 192,            0.028666,            0.013133,           0.0037075,             0.74158,             0.50643,             0.53119,              0.2408,             0.05038,            0.012899,            0.010716,            0.003697,            0.003697,            0.003697
                 193,            0.028918,            0.013849,           0.0052532,             0.68256,             0.49588,             0.56715,             0.22935,            0.051653,            0.013132,            0.012701,            0.003664,            0.003664,            0.003664
                 194,            0.028194,            0.012839,           0.0037193,             0.69974,             0.43624,             0.52782,              0.2168,            0.053226,            0.013389,            0.012603,            0.003631,            0.003631,            0.003631
                 195,            0.027926,            0.013524,           0.0035836,             0.79484,             0.46496,              0.5717,             0.25801,             0.05202,            0.013458,            0.010878,            0.003598,            0.003598,            0.003598
                 196,            0.026141,            0.013285,           0.0029361,             0.67766,             0.51878,             0.57496,             0.26892,            0.051477,            0.013468,           0.0089811,            0.003565,            0.003565,            0.003565
                 197,            0.027152,            0.012548,           0.0026168,             0.67715,             0.55063,             0.58853,             0.28064,            0.051014,            0.013656,           0.0086346,            0.003532,            0.003532,            0.003532
                 198,            0.027471,            0.013336,           0.0033229,             0.66296,             0.54954,             0.59359,             0.27111,            0.050896,            0.013194,           0.0084004,            0.003499,            0.003499,            0.003499
                 199,            0.027862,            0.013386,           0.0033151,             0.77585,             0.44973,             0.55171,              0.2437,            0.052523,            0.013121,            0.010359,            0.003466,            0.003466,            0.003466
                 200,            0.026826,            0.013835,           0.0039887,             0.80457,             0.47643,              0.5858,             0.26131,            0.052429,            0.012943,            0.010969,            0.003433,            0.003433,            0.003433
                 201,            0.028791,            0.013733,           0.0044659,             0.77959,             0.47649,             0.59876,             0.26392,            0.051975,            0.013034,           0.0098749,              0.0034,              0.0034,              0.0034
                 202,            0.027195,            0.012281,           0.0024886,             0.70429,             0.50178,             0.57166,             0.23581,            0.053157,             0.01288,            0.010571,            0.003367,            0.003367,            0.003367
                 203,            0.027564,            0.011996,           0.0031572,              0.7179,             0.52171,             0.58944,             0.22487,             0.05188,            0.013177,             0.01301,            0.003334,            0.003334,            0.003334
                 204,            0.025549,            0.013411,           0.0032698,             0.73863,             0.51292,             0.56426,             0.23361,            0.050197,            0.013503,            0.013712,            0.003301,            0.003301,            0.003301
                 205,            0.026094,            0.012532,           0.0028301,             0.59074,             0.51924,             0.52036,             0.25132,            0.051964,            0.013914,            0.014998,            0.003268,            0.003268,            0.003268
                 206,            0.028136,            0.013695,           0.0037525,             0.56082,             0.44648,              0.4689,             0.23391,             0.05266,             0.01435,               0.013,            0.003235,            0.003235,            0.003235
                 207,            0.023284,            0.012875,           0.0025745,             0.67942,             0.45569,             0.51944,             0.25857,            0.053967,            0.013788,            0.010697,            0.003202,            0.003202,            0.003202
                 208,            0.027806,            0.012987,           0.0033301,             0.66195,             0.51519,             0.53026,             0.24912,            0.053252,             0.01326,             0.01087,            0.003169,            0.003169,            0.003169
                 209,            0.027977,             0.01331,           0.0032548,             0.61591,             0.52021,             0.51779,             0.25125,            0.051771,            0.012856,            0.011439,            0.003136,            0.003136,            0.003136
                 210,            0.025798,            0.012389,           0.0028457,             0.65743,              0.5433,             0.53123,             0.26072,            0.050221,             0.01281,            0.012107,            0.003103,            0.003103,            0.003103
                 211,            0.027355,            0.012964,           0.0036509,             0.65305,             0.47553,             0.54489,             0.26557,            0.050077,            0.012475,            0.010575,             0.00307,             0.00307,             0.00307
                 212,            0.026946,            0.012987,           0.0037407,             0.56426,             0.59407,             0.54297,             0.26314,             0.04842,            0.012991,           0.0099603,            0.003037,            0.003037,            0.003037
                 213,            0.027525,            0.013604,           0.0044201,             0.63444,                 0.6,             0.59249,             0.27349,            0.048616,            0.013459,            0.010424,            0.003004,            0.003004,            0.003004
                 214,            0.026629,            0.013041,             0.00529,             0.61286,              0.5506,             0.57549,             0.24822,            0.048185,            0.013911,             0.01214,            0.002971,            0.002971,            0.002971
                 215,            0.025901,            0.012817,           0.0033968,             0.53973,             0.58157,             0.53302,             0.25647,            0.048216,            0.013937,            0.012767,            0.002938,            0.002938,            0.002938
                 216,            0.027466,            0.012789,           0.0032474,             0.79569,             0.56729,              0.6059,             0.27156,            0.046838,            0.013761,            0.013468,            0.002905,            0.002905,            0.002905
                 217,              0.0254,            0.013832,           0.0027737,             0.76231,             0.54813,             0.59465,             0.26533,            0.046906,            0.013994,            0.013002,            0.002872,            0.002872,            0.002872
                 218,            0.025481,            0.011729,            0.003297,             0.65306,             0.57917,             0.56764,             0.24429,            0.046665,            0.014391,            0.012592,            0.002839,            0.002839,            0.002839
                 219,            0.026026,            0.012213,           0.0041847,             0.70986,             0.53301,             0.57578,             0.24278,            0.048392,            0.014381,            0.010897,            0.002806,            0.002806,            0.002806
                 220,            0.025559,            0.012348,           0.0032073,             0.71796,             0.47112,             0.56677,              0.2537,            0.045409,            0.014726,            0.010822,            0.002773,            0.002773,            0.002773
                 221,            0.024147,            0.012493,           0.0034753,             0.68446,             0.52353,             0.56186,             0.24392,            0.046291,            0.014353,            0.010603,             0.00274,             0.00274,             0.00274
                 222,            0.025771,            0.012418,           0.0031822,             0.57665,             0.54628,             0.54481,             0.24779,             0.04689,             0.01413,            0.010889,            0.002707,            0.002707,            0.002707
                 223,            0.025021,            0.012046,           0.0029499,             0.55479,              0.5472,             0.53758,             0.26369,            0.048458,            0.013994,           0.0099002,            0.002674,            0.002674,            0.002674
                 224,            0.027035,            0.012796,           0.0026799,             0.60191,             0.54906,             0.54776,             0.25744,            0.048421,            0.013634,           0.0095255,            0.002641,            0.002641,            0.002641
                 225,            0.024999,            0.012176,           0.0036815,             0.68468,             0.54881,             0.60164,              0.2728,            0.050106,            0.013424,           0.0089544,            0.002608,            0.002608,            0.002608
                 226,            0.025181,            0.012613,           0.0042757,             0.70494,             0.54356,              0.5863,             0.26524,            0.046898,            0.013594,           0.0080432,            0.002575,            0.002575,            0.002575
                 227,            0.025003,            0.012069,           0.0041333,             0.64715,              0.5527,             0.61184,             0.27525,            0.046734,            0.013841,           0.0081429,            0.002542,            0.002542,            0.002542
                 228,            0.025233,            0.012493,           0.0028744,             0.71065,             0.57351,             0.60325,             0.27941,            0.046059,            0.014234,              0.0105,            0.002509,            0.002509,            0.002509
                 229,            0.025636,            0.012626,           0.0029089,             0.65189,             0.56419,             0.57797,              0.2666,            0.046857,            0.014541,            0.011953,            0.002476,            0.002476,            0.002476
                 230,            0.024021,            0.012412,            0.002978,             0.76789,             0.54858,             0.59019,             0.25904,            0.046624,            0.014104,            0.012584,            0.002443,            0.002443,            0.002443
                 231,            0.028547,            0.012726,           0.0024252,             0.67145,             0.53241,              0.5757,             0.27934,            0.045308,            0.013778,            0.012708,             0.00241,             0.00241,             0.00241
                 232,            0.024168,            0.012457,           0.0026232,              0.7937,             0.52859,             0.59561,             0.28272,            0.045475,            0.013464,            0.013818,            0.002377,            0.002377,            0.002377
                 233,            0.023508,            0.011594,           0.0020316,              0.7459,             0.53472,              0.5667,              0.2681,            0.047858,            0.013577,            0.013547,            0.002344,            0.002344,            0.002344
                 234,            0.024814,            0.011427,           0.0022337,             0.64047,             0.55459,             0.54642,             0.25612,            0.048376,            0.013462,            0.013398,            0.002311,            0.002311,            0.002311
                 235,            0.025125,             0.01206,            0.003961,              0.6236,             0.56149,             0.54931,             0.26513,            0.048803,            0.013834,            0.014202,            0.002278,            0.002278,            0.002278
                 236,             0.02459,            0.012752,            0.003877,              0.7466,              0.5302,              0.5736,             0.26702,             0.04903,            0.014166,            0.013724,            0.002245,            0.002245,            0.002245
                 237,            0.025396,            0.012881,           0.0035057,             0.84818,             0.51549,             0.57793,             0.27243,             0.04783,            0.014364,            0.013851,            0.002212,            0.002212,            0.002212
                 238,            0.023939,            0.012016,           0.0029153,             0.85278,             0.50068,             0.59154,             0.27827,            0.046787,            0.013869,            0.013607,            0.002179,            0.002179,            0.002179
                 239,            0.024345,            0.012237,           0.0042148,             0.79898,             0.50295,               0.599,             0.27877,             0.04651,            0.013873,            0.014999,            0.002146,            0.002146,            0.002146
                 240,            0.023597,            0.011415,           0.0021218,             0.81293,             0.49459,             0.58616,             0.26769,            0.046957,            0.013682,            0.016008,            0.002113,            0.002113,            0.002113
                 241,            0.023931,            0.011712,           0.0024159,             0.78876,             0.50221,              0.5926,             0.27201,              0.0483,            0.013651,            0.016536,             0.00208,             0.00208,             0.00208
                 242,            0.024084,            0.011566,           0.0023029,              0.6557,             0.58056,             0.60427,             0.27096,            0.048808,            0.013286,            0.016384,            0.002047,            0.002047,            0.002047
                 243,            0.025118,            0.012004,           0.0033196,             0.72636,             0.48591,             0.56221,             0.24381,            0.050185,            0.013362,             0.01608,            0.002014,            0.002014,            0.002014
                 244,             0.02336,            0.011148,           0.0016338,             0.69041,             0.56802,             0.60298,             0.27187,            0.050063,            0.013325,            0.015273,            0.001981,            0.001981,            0.001981
                 245,            0.022815,            0.011915,           0.0020802,             0.63003,             0.52017,             0.56776,             0.25717,            0.049038,            0.013681,            0.015196,            0.001948,            0.001948,            0.001948
                 246,            0.023289,            0.012566,           0.0026004,              0.7529,              0.4682,             0.55708,             0.25772,            0.049169,            0.014004,            0.016314,            0.001915,            0.001915,            0.001915
                 247,             0.02387,            0.011978,           0.0040948,             0.72312,              0.4625,             0.55117,             0.27653,            0.049201,            0.014275,            0.016956,            0.001882,            0.001882,            0.001882
                 248,            0.023885,            0.012251,           0.0024023,             0.72561,             0.45303,             0.52774,             0.26239,             0.04909,            0.014822,            0.016078,            0.001849,            0.001849,            0.001849
                 249,            0.021786,            0.011495,           0.0021214,             0.66105,             0.50048,             0.53815,             0.25575,            0.049719,            0.014955,            0.016208,            0.001816,            0.001816,            0.001816
                 250,            0.021766,            0.011735,           0.0021941,             0.70515,             0.48596,             0.54398,             0.26322,            0.050046,             0.01503,            0.016596,            0.001783,            0.001783,            0.001783
                 251,            0.023872,             0.01115,           0.0026946,             0.71135,             0.49951,             0.56297,             0.25315,            0.049452,             0.01487,             0.01629,             0.00175,             0.00175,             0.00175
                 252,            0.024331,            0.011919,           0.0033918,             0.74774,             0.49267,             0.56207,             0.25143,            0.050668,            0.014859,            0.016381,            0.001717,            0.001717,            0.001717
                 253,            0.022955,            0.011838,           0.0024421,             0.64985,             0.57257,             0.55945,             0.24072,            0.050449,            0.014577,            0.017062,            0.001684,            0.001684,            0.001684
                 254,            0.023865,            0.011838,           0.0025136,             0.79963,             0.54762,             0.56719,             0.23543,            0.050013,             0.01428,            0.017692,            0.001651,            0.001651,            0.001651
                 255,            0.022173,            0.012202,           0.0029189,             0.78705,             0.49387,             0.56194,             0.26066,            0.048525,            0.014156,            0.017891,            0.001618,            0.001618,            0.001618
                 256,            0.021186,            0.011243,           0.0088767,             0.73318,             0.54941,             0.57876,             0.27256,            0.047953,            0.013983,            0.016979,            0.001585,            0.001585,            0.001585
                 257,            0.022569,            0.011859,           0.0035524,             0.70887,             0.53238,             0.57948,              0.2656,            0.048765,            0.014113,            0.015908,            0.001552,            0.001552,            0.001552
                 258,            0.022203,            0.011396,           0.0022007,             0.74358,              0.5342,             0.58847,              0.2563,             0.04903,            0.013953,            0.015015,            0.001519,            0.001519,            0.001519
                 259,            0.022574,            0.011103,           0.0017673,             0.68324,             0.53657,             0.58327,             0.27843,            0.049887,            0.014055,            0.015616,            0.001486,            0.001486,            0.001486
                 260,            0.023079,            0.010773,           0.0020942,             0.59679,             0.54992,             0.55346,             0.25399,            0.049771,            0.014263,            0.015842,            0.001453,            0.001453,            0.001453
                 261,            0.023588,            0.011995,           0.0025783,             0.62806,             0.55335,             0.55816,              0.2519,            0.048895,            0.014398,            0.015683,             0.00142,             0.00142,             0.00142
                 262,            0.023464,            0.011243,           0.0028074,             0.71882,             0.45425,              0.5495,              0.2584,            0.048526,             0.01457,            0.015959,            0.001387,            0.001387,            0.001387
                 263,            0.023253,            0.011685,           0.0024783,             0.69683,             0.48971,             0.56289,             0.26375,            0.048938,            0.014665,            0.016869,            0.001354,            0.001354,            0.001354
                 264,            0.021168,            0.011045,           0.0017526,             0.71061,              0.5147,             0.55991,             0.27002,            0.049262,            0.014859,            0.017301,            0.001321,            0.001321,            0.001321
                 265,            0.024073,            0.011142,           0.0021104,              0.6502,             0.55111,             0.58193,             0.27104,            0.049603,            0.014954,            0.017296,            0.001288,            0.001288,            0.001288
                 266,            0.020629,            0.010814,           0.0022981,              0.6453,             0.55555,              0.5731,             0.26861,            0.049321,             0.01488,            0.017492,            0.001255,            0.001255,            0.001255
                 267,            0.022575,            0.010498,           0.0014367,             0.65574,             0.54944,             0.57619,             0.26804,            0.049579,             0.01479,             0.01765,            0.001222,            0.001222,            0.001222
                 268,            0.023372,            0.011323,           0.0026933,             0.72491,             0.43406,              0.5508,             0.26598,            0.050323,            0.014747,            0.017267,            0.001189,            0.001189,            0.001189
